product_id,category,color1,color2,color3,color4,color5
1753,T-shirt/top|Pullover|Shirt,Rosy Brown,Gray,Light Slate Gray,Slate Gray,Dark Gray
1754,T-shirt/top|Pullover|Shirt,Silver,Tan,Dark Gray,Burly Wood,Thistle
1755,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Thistle,Tan,Lightsteel Blue
1756,T-shirt/top|Pullover|Shirt,Light Slate Gray,Gray,Cadet Blue,Slate Gray,Rosy Brown
1757,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Tan,Thistle,Lightsteel Blue
1758,T-shirt/top|Pullover|Shirt,Dark Gray,Tan,Rosy Brown,Silver,Burly Wood
1759,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Silver
1760,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
1761,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Darkolive Green,Sienna
1762,T-shirt/top|Pullover|Shirt,Lightsteel Blue,Sky Blue,Dark Gray,Lightsky Blue,Silver
1763,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Dark Sea Green
1764,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Thistle,Tan
1765,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Tan,Thistle,Lightsteel Blue
1766,T-shirt/top|Pullover|Shirt,Rosy Brown,Peru,Dark Salmon,Tan,Dark Gray
1767,T-shirt/top|Pullover|Shirt,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Cadet Blue
1768,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
1769,T-shirt/top|Pullover|Shirt,Olive,Peru,Sienna,Dark Goldenrod,Gray
1770,T-shirt/top|Pullover|Shirt,Gray,Cadet Blue,Light Slate Gray,Slate Gray,Dark Cyan
1771,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Thistle,Sky Blue
1772,T-shirt/top|Pullover|Shirt,Dim Gray,Darkolive Green,Gray,Slate Gray,Sienna
1773,T-shirt/top|Pullover|Shirt,Gainsboro,Peachpuff,Light Gray,Wheat,Misty Rose
1774,T-shirt/top|Pullover|Shirt,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
1775,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Gray,Light Slate Gray
1776,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Silver,Thistle,Light Blue
1777,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Dark Salmon,Dark Sea Green
1778,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Light Slate Gray,Teal
1779,T-shirt/top|Pullover|Shirt,Dark Gray,Tan,Silver,Rosy Brown,Burly Wood
1780,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Dim Gray,Light Slate Gray,Rosy Brown
1781,T-shirt/top|Pullover|Shirt,Peru,Dark Goldenrod,Dark Khaki,Olive,Olive Drab
1782,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Tan,Silver
1783,T-shirt/top|Pullover|Shirt,Light Gray,Peachpuff,Wheat,Burly Wood,Pink
1784,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Lightsteel Blue
1785,T-shirt/top|Pullover|Shirt,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
1786,T-shirt/top|Pullover|Shirt,Light Slate Gray,Gray,Slate Gray,Cadet Blue,Rosy Brown
1787,T-shirt/top|Pullover|Shirt,Silver,Tan,Dark Gray,Burly Wood,Thistle
1788,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Thistle,Lightsteel Blue
1789,T-shirt/top|Pullover|Shirt,Gainsboro,Misty Rose,Lavender,Antique White,Linen
1790,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Dim Gray,Light Slate Gray,Teal
1791,T-shirt/top|Pullover|Shirt,Pink,Silver,Light Gray,Light Pink,Thistle
1792,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
1793,T-shirt/top|Pullover|Shirt,Rosy Brown,Peru,Gray,Dark Salmon,Dark Goldenrod
1794,T-shirt/top|Pullover|Shirt,Rosy Brown,Gray,Pale Violet Red,Light Slate Gray,Dark Gray
1795,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Rosy Brown,Thistle
1796,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Light Slate Gray,Darkolive Green
1797,T-shirt/top|Pullover|Shirt,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Cadet Blue
1798,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
1799,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Lightsteel Blue,Thistle
1800,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Silver
1801,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Thistle,Lightsteel Blue,Plum
1802,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Dark Slate Gray,Light Slate Gray
1803,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Tan,Dark Salmon,Silver
1804,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Cadet Blue,Lightsteel Blue
1805,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Rosy Brown,Thistle
1806,T-shirt/top|Pullover|Shirt,Gray,Dim Gray,Slate Gray,Light Slate Gray,Rosy Brown
1807,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
1808,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Dark Sea Green
1809,T-shirt/top|Pullover|Shirt,Light Slate Gray,Slate Gray,Steel Blue,Gray,Cadet Blue
1810,T-shirt/top|Pullover|Shirt,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
1811,T-shirt/top|Pullover|Shirt,White Smoke,Linen,Lavender Blush,Alice Blue,Ghost White
1812,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Silver,Light Slate Gray
1813,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Light Slate Gray,Cadet Blue,Gray
1814,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Misty Rose,Lavender,Peachpuff
1815,T-shirt/top|Pullover|Shirt,Silver,Lightsteel Blue,Dark Gray,Thistle,Light Gray
1816,T-shirt/top|Pullover|Shirt,Dark Gray,Cadet Blue,Rosy Brown,Light Slate Gray,Gray
1817,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Rosy Brown,Lightsteel Blue
1818,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
1819,T-shirt/top|Pullover|Shirt,Light Slate Gray,Gray,Slate Gray,Cadet Blue,Rosy Brown
1820,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
1821,T-shirt/top|Pullover|Shirt,Teal,Dim Gray,Slate Gray,Dark Cyan,Gray
1822,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
1823,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Burly Wood,Thistle
1824,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Darkolive Green,Sienna
1825,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Silver,Dark Sea Green
1826,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Light Slate Gray,Teal
1827,T-shirt/top|Pullover|Shirt,Dark Salmon,Light Salmon,Light Coral,Salmon,Tan
1828,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Light Blue,Powder Blue,Thistle
1829,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Lightsteel Blue
1830,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Lightsteel Blue,Rosy Brown
1831,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Dark Sea Green
1832,T-shirt/top|Pullover|Shirt,Gainsboro,Lavender,Light Gray,Powder Blue,Light Blue
1833,T-shirt/top|Pullover|Shirt,Silver,Tan,Burly Wood,Dark Gray,Thistle
1834,T-shirt/top|Pullover|Shirt,Tan,Dark Gray,Burly Wood,Rosy Brown,Silver
1835,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Steel Blue
1836,T-shirt/top|Pullover|Shirt,Dark Gray,Tan,Silver,Rosy Brown,Burly Wood
1837,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Lightsteel Blue,Thistle,Sky Blue
1838,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Light Slate Gray,Cadet Blue,Gray
1839,T-shirt/top|Pullover|Shirt,Silver,Light Gray,Lightsteel Blue,Thistle,Light Blue
1840,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
1841,T-shirt/top|Pullover|Shirt,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Dim Gray
1842,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Thistle,Rosy Brown
1843,T-shirt/top|Pullover|Shirt,Silver,Lightsteel Blue,Dark Gray,Thistle,Sky Blue
1844,T-shirt/top|Pullover|Shirt,Gainsboro,Light Gray,Lavender,Misty Rose,Antique White
1845,T-shirt/top|Pullover|Shirt,Silver,Thistle,Lightsteel Blue,Light Gray,Dark Gray
1846,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Thistle
1847,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Thistle,Tan
1848,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Silver,Burly Wood
1849,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Thistle,Tan,Lightsteel Blue
1850,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Silver,Tan
1851,T-shirt/top|Pullover|Shirt,Light Slate Gray,Rosy Brown,Slate Gray,Gray,Dark Gray
1852,T-shirt/top|Pullover|Shirt,Silver,Thistle,Tan,Dark Gray,Lightsteel Blue
1853,T-shirt/top|Pullover|Shirt,Dark Slate Gray,Dim Gray,Darkolive Green,Teal,Gray
1854,T-shirt/top|Pullover|Shirt,Peru,Dark Salmon,Rosy Brown,Tan,Dark Khaki
1855,T-shirt/top|Pullover|Shirt,Gainsboro,Light Gray,Lavender,Misty Rose,Powder Blue
1856,T-shirt/top|Pullover|Shirt,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Dim Gray
1857,T-shirt/top|Pullover|Shirt,Tan,Dark Salmon,Dark Gray,Rosy Brown,Burly Wood
1858,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
1859,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Thistle,Sky Blue
1860,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Lightsteel Blue
1861,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Misty Rose,Lavender,Peachpuff
1862,T-shirt/top|Pullover|Shirt,Peru,Light Coral,Indian Red,Salmon,Dark Salmon
1863,T-shirt/top|Pullover|Shirt,Tan,Burly Wood,Silver,Dark Gray,Dark Khaki
1864,T-shirt/top|Pullover|Shirt,Dark Slate Gray,Dim Gray,Darkolive Green,Teal,Gray
1865,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
1866,T-shirt/top|Pullover|Shirt,Gray,Dim Gray,Slate Gray,Light Slate Gray,Rosy Brown
1867,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Silver,Pink,Peachpuff
1868,T-shirt/top|Pullover|Shirt,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
1869,T-shirt/top|Pullover|Shirt,Dark Slate Gray,Dim Gray,Darkolive Green,Teal,Gray
1870,T-shirt/top|Pullover|Shirt,Slate Gray,Light Slate Gray,Gray,Steel Blue,Dim Gray
1871,T-shirt/top|Pullover|Shirt,Tan,Burly Wood,Dark Salmon,Light Salmon,Silver
1872,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Thistle,Lightsteel Blue,Tan
1873,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
1874,T-shirt/top|Pullover|Shirt,Dark Gray,Cadet Blue,Light Sea Green,Silver,Light Slate Gray
1875,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Salmon,Light Coral,Dark Gray,Pale Violet Red
1876,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Thistle,Lightsteel Blue,Tan
1877,T-shirt/top|Pullover|Shirt,White Smoke,Linen,Alice Blue,Lavender Blush,Ghost White
1878,T-shirt/top|Pullover|Shirt,Dark Gray,Cadet Blue,Silver,Lightsteel Blue,Rosy Brown
1879,T-shirt/top|Pullover|Shirt,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
1880,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Pale Violet Red,Rosy Brown
1881,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Gray
1882,T-shirt/top|Pullover|Shirt,Silver,Lightsteel Blue,Thistle,Light Gray,Light Blue
1883,T-shirt/top|Pullover|Shirt,Silver,Thistle,Lightsteel Blue,Light Gray,Dark Gray
1884,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Gray
1885,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Thistle,Tan
1886,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Rosy Brown,Thistle
1887,T-shirt/top|Pullover|Shirt,Dark Gray,Plum,Lightsteel Blue,Thistle,Silver
1888,T-shirt/top|Pullover|Shirt,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
1889,T-shirt/top|Pullover|Shirt,Rosy Brown,Gray,Light Slate Gray,Peru,Indian Red
1890,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Silver,Light Blue,Thistle
1891,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
1892,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Thistle
1893,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Rosy Brown,Tan,Lightsteel Blue
1894,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Tan,Thistle,Lightsteel Blue
1895,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Lavender,Powder Blue,Light Blue
1896,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Gray
1897,T-shirt/top|Pullover|Shirt,Dark Gray,Tan,Silver,Rosy Brown,Burly Wood
1898,T-shirt/top|Pullover|Shirt,Light Coral,Dark Salmon,Rosy Brown,Salmon,Peru
1899,T-shirt/top|Pullover|Shirt,Tan,Dark Gray,Silver,Burly Wood,Rosy Brown
1900,T-shirt/top|Pullover|Shirt,Silver,Thistle,Tan,Dark Gray,Lightsteel Blue
1901,T-shirt/top|Pullover|Shirt,Slate Gray,Gray,Light Slate Gray,Steel Blue,Dim Gray
1902,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Thistle,Lightsteel Blue,Tan
1903,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Light Slate Gray,Cadet Blue
1904,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Light Slate Gray,Teal
1905,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Salmon,Light Coral,Dark Gray,Tan
1906,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Tan,Dark Salmon,Burly Wood
1907,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Lightsteel Blue,Thistle
1908,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Tan,Dark Salmon,Dark Khaki
1909,T-shirt/top|Pullover|Shirt,Gainsboro,Lavender,Light Gray,Powder Blue,Light Blue
1910,T-shirt/top|Pullover|Shirt,Dark Salmon,Light Salmon,Tan,Light Coral,Burly Wood
1911,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
1912,T-shirt/top|Pullover|Shirt,Gainsboro,Lavender,Light Gray,Powder Blue,Light Blue
1913,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Darkolive Green,Slate Gray,Dark Slate Gray
1914,T-shirt/top|Pullover|Shirt,Olive,Peru,Sienna,Dark Goldenrod,Gray
1915,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Darkolive Green,Sienna
1916,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Light Slate Gray,Cadet Blue,Gray
1917,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Tan,Dark Sea Green
1918,T-shirt/top|Pullover|Shirt,Tan,Burly Wood,Silver,Dark Sea Green,Dark Khaki
1919,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Light Slate Gray,Cadet Blue,Gray
1920,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Cadet Blue
1921,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Powder Blue,Misty Rose,Peachpuff
1922,T-shirt/top|Pullover|Shirt,Silver,Thistle,Dark Gray,Lightsteel Blue,Tan
1923,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Cadet Blue,Lightsteel Blue
1924,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Tan,Silver,Dark Salmon
1925,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Tan,Dark Salmon,Silver
1926,T-shirt/top|Pullover|Shirt,Dark Salmon,Light Salmon,Light Coral,Salmon,Tan
1927,T-shirt/top|Pullover|Shirt,Gray,Dim Gray,Slate Gray,Light Slate Gray,Rosy Brown
1928,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Thistle,Lightsteel Blue,Tan
1929,T-shirt/top|Pullover|Shirt,Silver,Light Gray,Thistle,Gainsboro,Lightsteel Blue
1930,T-shirt/top|Pullover|Shirt,Dark Gray,Thistle,Plum,Silver,Lightsteel Blue
1931,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Cadet Blue,Tan
1932,T-shirt/top|Pullover|Shirt,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
1933,T-shirt/top|Pullover|Shirt,Silver,Tan,Light Gray,Thistle,Burly Wood
1934,T-shirt/top|Pullover|Shirt,Light Coral,Dark Salmon,Rosy Brown,Salmon,Pale Violet Red
1935,T-shirt/top|Pullover|Shirt,Tan,Silver,Burly Wood,Dark Gray,Thistle
1936,T-shirt/top|Pullover|Shirt,Tan,Dark Gray,Burly Wood,Dark Khaki,Dark Sea Green
1937,T-shirt/top|Pullover|Shirt,Thistle,Silver,Lightsteel Blue,Light Gray,Light Blue
1938,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Rosy Brown,Tan,Lightsteel Blue
1939,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Lightsteel Blue,Rosy Brown
1940,T-shirt/top|Pullover|Shirt,Light Gray,Light Blue,Lightsteel Blue,Powder Blue,Silver
1941,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Thistle
1942,T-shirt/top|Pullover|Shirt,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Cadet Blue
1943,T-shirt/top|Pullover|Shirt,Sienna,Dim Gray,Gray,Indian Red,Slate Gray
1944,T-shirt/top|Pullover|Shirt,Dark Slate Gray,Dim Gray,Darkolive Green,Teal,Gray
1945,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Dark Sea Green,Cadet Blue
1946,T-shirt/top|Pullover|Shirt,Rosy Brown,Light Slate Gray,Dark Gray,Gray,Cadet Blue
1947,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Lightsteel Blue,Thistle,Tan
1948,T-shirt/top|Pullover|Shirt,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
1949,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Dark Salmon
1950,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Cadet Blue,Gray,Light Slate Gray
1951,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Salmon,Dark Gray,Light Coral,Pale Violet Red
1952,T-shirt/top|Pullover|Shirt,Dark Salmon,Light Coral,Salmon,Rosy Brown,Light Salmon
1953,T-shirt/top|Pullover|Shirt,Silver,Tan,Dark Gray,Burly Wood,Thistle
1954,T-shirt/top|Pullover|Shirt,Silver,Light Gray,Thistle,Lightsteel Blue,Light Blue
1955,T-shirt/top|Pullover|Shirt,Silver,Light Gray,Thistle,Pink,Gainsboro
1956,T-shirt/top|Pullover|Shirt,Rosy Brown,Pale Violet Red,Light Coral,Gray,Indian Red
1957,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Tan,Thistle,Burly Wood
1958,T-shirt/top|Pullover|Shirt,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
1959,T-shirt/top|Pullover|Shirt,White Smoke,Linen,Alice Blue,Lavender Blush,Ghost White
1960,T-shirt/top|Pullover|Shirt,Gainsboro,Lavender,Light Gray,Powder Blue,Light Blue
1961,T-shirt/top|Pullover|Shirt,White Smoke,Linen,Alice Blue,Lavender Blush,Ghost White
1962,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Tan,Thistle,Burly Wood
1963,T-shirt/top|Pullover|Shirt,Light Coral,Dark Salmon,Salmon,Rosy Brown,Light Salmon
1964,T-shirt/top|Pullover|Shirt,Silver,Dark Gray,Lightsteel Blue,Thistle,Tan
1965,T-shirt/top|Pullover|Shirt,Dim Gray,Sienna,Gray,Indian Red,Slate Gray
1966,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
1967,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
1968,T-shirt/top|Pullover|Shirt,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
1969,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
1970,T-shirt/top|Pullover|Shirt,Gray,Dim Gray,Slate Gray,Light Slate Gray,Steel Blue
1971,T-shirt/top|Pullover|Shirt,Tan,Silver,Dark Gray,Burly Wood,Thistle
1972,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Salmon,Dark Gray,Peru,Tan
1973,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Tan,Dark Sea Green,Dark Salmon
1974,T-shirt/top|Pullover|Shirt,Dark Gray,Rosy Brown,Silver,Tan,Dark Salmon
1975,T-shirt/top|Pullover|Shirt,Burly Wood,Dark Khaki,Tan,Khaki,Navajo White
1976,T-shirt/top|Pullover|Shirt,Dark Gray,Tan,Rosy Brown,Silver,Dark Salmon
1977,T-shirt/top|Pullover|Shirt,Light Gray,Silver,Thistle,Lightsteel Blue,Light Blue
1978,T-shirt/top|Pullover|Shirt,Silver,Tan,Burly Wood,Dark Gray,Thistle
1979,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Light Slate Gray,Teal
1980,T-shirt/top|Pullover|Shirt,Silver,Thistle,Light Gray,Lightsteel Blue,Pink
1981,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Peachpuff,Misty Rose,Silver
1982,T-shirt/top|Pullover|Shirt,Silver,Tan,Dark Gray,Burly Wood,Thistle
1983,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Light Slate Gray,Dim Gray,Steel Blue
1984,T-shirt/top|Pullover|Shirt,Gray,Dim Gray,Slate Gray,Light Slate Gray,Rosy Brown
1985,T-shirt/top|Pullover|Shirt,Olive,Peru,Olive Drab,Dark Goldenrod,Gray
1986,T-shirt/top|Pullover|Shirt,Indian Red,Medium Violet Red,Pale Violet Red,Dim Gray,Gray
1987,T-shirt/top|Pullover|Shirt,Light Gray,Gainsboro,Thistle,Silver,Light Blue
1988,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Light Slate Gray,Darkolive Green
1989,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Lightsteel Blue,Thistle,Tan
1990,T-shirt/top|Pullover|Shirt,Indian Red,Sienna,Crimson,Firebrick,Brown
1991,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Dark Salmon,Tan,Light Coral
1992,T-shirt/top|Pullover|Shirt,Gray,Slate Gray,Dim Gray,Light Slate Gray,Steel Blue
1993,T-shirt/top|Pullover|Shirt,Rosy Brown,Peru,Gray,Dark Salmon,Dark Goldenrod
1994,T-shirt/top|Pullover|Shirt,Indian Red,Gray,Rosy Brown,Pale Violet Red,Slate Gray
1995,T-shirt/top|Pullover|Shirt,Gainsboro,Lavender,Light Gray,Powder Blue,Light Blue
1996,T-shirt/top|Pullover|Shirt,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Cadet Blue
1997,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Slate Gray
1998,T-shirt/top|Pullover|Shirt,Light Slate Gray,Rosy Brown,Gray,Cadet Blue,Dark Gray
1999,T-shirt/top|Pullover|Shirt,Dark Gray,Silver,Thistle,Lightsteel Blue,Tan
2000,T-shirt/top|Pullover|Shirt,Dark Salmon,Rosy Brown,Tan,Light Coral,Dark Gray
2001,T-shirt/top|Pullover|Shirt,Tan,Dark Gray,Silver,Burly Wood,Dark Sea Green
2002,T-shirt/top|Pullover|Shirt,Dark Salmon,Rosy Brown,Tan,Light Coral,Peru
2003,T-shirt/top|Pullover|Shirt,Silver,Lightsteel Blue,Thistle,Light Gray,Light Blue
2004,T-shirt/top|Pullover|Shirt,Rosy Brown,Dark Gray,Dark Salmon,Tan,Light Coral
2005,T-shirt/top|Pullover|Shirt,Light Slate Gray,Gray,Slate Gray,Rosy Brown,Cadet Blue
2006,T-shirt/top|Pullover|Shirt,Dim Gray,Gray,Slate Gray,Sienna,Light Slate Gray
2007,T-shirt/top|Pullover|Shirt,Tan,Burly Wood,Dark Gray,Silver,Dark Khaki
2008,T-shirt/top|Pullover|Shirt,Silver,Light Gray,Thistle,Lightsteel Blue,Light Blue
2009,T-shirt/top|Pullover|Shirt,Dark Gray,Tan,Silver,Burly Wood,Rosy Brown
2010,T-shirt/top|Pullover|Shirt,Gainsboro,Lavender,Light Gray,Powder Blue,Light Blue
2011,T-shirt/top|Pullover|Shirt,Silver,Light Gray,Thistle,Gainsboro,Lightsteel Blue
2012,T-shirt/top|Pullover|Shirt,Wheat,Peachpuff,Navajo White,Moccasin,Pale Goldenrod
2013,T-shirt/top|Pullover|Shirt,Light Slate Gray,Slate Gray,Gray,Cadet Blue,Steel Blue
2014,T-shirt/top|Pullover|Shirt,Dark Slate Gray,Dim Gray,Darkolive Green,Teal,Gray
